sample,total_count,population,count,percentage
sample07178,98151,monocyte,32629,33.24367556
sample07178,98151,nk_cell,15390,15.67992175
sample07179,107040,b_cell,6323,5.90713752
sample07179,107040,cd4_t_cell,33637,31.42470105
sample07179,107040,cd8_t_cell,26217,24.49271300
sample07179,107040,monocyte,30867,28.83688341
sample07179,107040,nk_cell,9996,9.33856502
sample07180,108031,b_cell,12620,11.68183207
sample07180,108031,cd4_t_cell,24646,22.81382196
sample07180,108031,cd8_t_cell,24340,22.53056993
sample07180,108031,monocyte,29416,27.22922124
sample07180,108031,nk_cell,17009,15.74455480
sample07181,98980,b_cell,7729,7.80864821
sample07181,98980,cd4_t_cell,31056,31.37603556
sample07181,98980,cd8_t_cell,34283,34.63629016
sample07181,98980,monocyte,17432,17.61163871
sample07181,98980,nk_cell,8480,8.56738735
sample07182,94366,b_cell,9312,9.86796092
sample07182,94366,cd4_t_cell,28524,30.22698853
sample07182,94366,cd8_t_cell,25544,27.06907149
sample07182,94366,monocyte,22850,24.21422970
sample07182,94366,nk_cell,8136,8.62174936
sample07183,96732,b_cell,12149,12.55944258
sample07183,96732,cd4_t_cell,25678,26.54550717
sample07183,96732,cd8_t_cell,26555,27.45213580
sample07183,96732,monocyte,19398,20.05334326
sample07183,96732,nk_cell,12952,13.38957119
sample07184,104925,b_cell,14537,13.85465809
sample07184,104925,cd4_t_cell,26660,25.40862521
sample07184,104925,cd8_t_cell,24612,23.45675482
sample07184,104925,monocyte,14660,13.97188468
sample07184,104925,nk_cell,24456,23.30807720
sample07185,98520,b_cell,6885,6.98842875
sample07185,98520,cd4_t_cell,30001,30.45168494
sample07185,98520,cd8_t_cell,23307,23.65712546
sample07185,98520,monocyte,23388,23.73934227
sample07185,98520,nk_cell,14939,15.16341860
sample07186,98363,b_cell,15194,15.44686518
sample07186,98363,cd4_t_cell,31662,32.18893283
sample07186,98363,cd8_t_cell,21854,22.21770381
sample07186,98363,monocyte,16793,17.07247644
sample07186,98363,nk_cell,12860,13.07402174
sample07187,96692,b_cell,11214,11.59765027
sample07187,96692,cd4_t_cell,28570,29.54742895
sample07187,96692,cd8_t_cell,28272,29.23923386
sample07187,96692,monocyte,17415,18.01079717
sample07187,96692,nk_cell,11221,11.60488975
sample07188,98886,b_cell,15662,15.83844022
sample07188,98886,cd4_t_cell,28433,28.75331189
sample07188,98886,cd8_t_cell,21771,22.01626115
sample07188,98886,monocyte,18720,18.93089012
sample07188,98886,nk_cell,14300,14.46109662
sample07189,89719,b_cell,9143,10.19070654
sample07189,89719,cd4_t_cell,24233,27.00988642
sample07189,89719,cd8_t_cell,21297,23.73744692
sample07189,89719,monocyte,22043,24.56893189
sample07189,89719,nk_cell,13003,14.49302823
sample07190,107266,b_cell,6702,6.24801894
sample07190,107266,cd4_t_cell,28747,26.79973151
sample07190,107266,cd8_t_cell,32580,30.37309119
sample07190,107266,monocyte,22927,21.37396752
sample07190,107266,nk_cell,16310,15.20519083
sample07191,93174,b_cell,7836,8.41007148
sample07191,93174,cd4_t_cell,29563,31.72880847
sample07191,93174,cd8_t_cell,21999,23.61066392
sample07191,93174,monocyte,19042,20.43703179
sample07191,93174,nk_cell,14734,15.81342435
sample07192,103458,b_cell,12063,11.65980398
sample07192,103458,cd4_t_cell,31815,30.75160935
sample07192,103458,cd8_t_cell,28409,27.45945214
sample07192,103458,monocyte,21681,20.95633010
sample07192,103458,nk_cell,9490,9.17280442
sample07193,109794,b_cell,11468,10.44501521
sample07193,109794,cd4_t_cell,33217,30.25393009
sample07193,109794,cd8_t_cell,30760,28.01610288
sample07193,109794,monocyte,21942,19.98469862
sample07193,109794,nk_cell,12407,11.30025320
sample07194,95191,b_cell,12673,13.31323339
sample07194,95191,cd4_t_cell,20419,21.45055730
sample07194,95191,cd8_t_cell,24023,25.23662951
sample07194,95191,monocyte,19647,20.63955626
sample07194,95191,nk_cell,18429,19.36002353
sample07195,109434,b_cell,13148,12.01454758
sample07195,109434,cd4_t_cell,30915,28.24990405
sample07195,109434,cd8_t_cell,22835,20.86645832
sample07195,109434,monocyte,24530,22.41533710
sample07195,109434,nk_cell,18006,16.45375295
sample07196,98387,b_cell,5974,6.07194040
sample07196,98387,cd4_t_cell,29158,29.63602915
sample07196,98387,cd8_t_cell,25491,25.90891073
sample07196,98387,monocyte,19980,20.30756096
sample07196,98387,nk_cell,17784,18.07555876
sample07197,107674,b_cell,15193,14.11018445
sample07197,107674,cd4_t_cell,34207,31.76904359
sample07197,107674,cd8_t_cell,23366,21.70068912
sample07197,107674,monocyte,19207,17.83810391
sample07197,107674,nk_cell,15701,14.58197894
sample07198,101091,b_cell,10959,10.84072766
sample07198,101091,cd4_t_cell,31099,30.76337162
sample07198,101091,cd8_t_cell,24144,23.88343176
sample07198,101091,monocyte,23820,23.56292845
sample07198,101091,nk_cell,11069,10.94954051
sample07199,109206,b_cell,12842,11.75942714
sample07199,109206,cd4_t_cell,28727,26.30533121
sample07199,109206,cd8_t_cell,26085,23.88605022
sample07199,109206,monocyte,29303,26.83277476
sample07199,109206,nk_cell,12249,11.21641668
sample07200,105358,b_cell,9549,9.06338389
sample07200,105358,cd4_t_cell,26230,24.89606864
sample07200,105358,cd8_t_cell,25110,23.83302644
sample07200,105358,monocyte,22709,21.55412973
sample07200,105358,nk_cell,21760,20.65339129
sample07201,104466,b_cell,11691,11.19120096
sample07201,104466,cd4_t_cell,31773,30.41468037
sample07201,104466,cd8_t_cell,21844,20.91015259
sample07201,104466,monocyte,26979,25.82562748
sample07201,104466,nk_cell,12179,11.65833860
sample07202,108821,b_cell,7651,7.03081207
sample07202,108821,cd4_t_cell,30320,27.86226923
sample07202,108821,cd8_t_cell,22110,20.31776955
sample07202,108821,monocyte,27740,25.49140331
sample07202,108821,nk_cell,21000,19.29774584
sample07203,102514,b_cell,6210,6.05770919
sample07203,102514,cd4_t_cell,26574,25.92231305
sample07203,102514,cd8_t_cell,25774,25.14193183
sample07203,102514,monocyte,22266,21.71996020
sample07203,102514,nk_cell,21690,21.15808572
sample07204,111926,b_cell,8816,7.87663278
sample07204,111926,cd4_t_cell,36219,32.35977342
sample07204,111926,cd8_t_cell,34320,30.66311670
sample07204,111926,monocyte,16467,14.71239926
sample07204,111926,nk_cell,16104,14.38807784
sample07205,98266,b_cell,8090,8.23275599
sample07205,98266,cd4_t_cell,30801,31.34451387
sample07205,98266,cd8_t_cell,26871,27.34516516
sample07205,98266,monocyte,17569,17.87902225
sample07205,98266,nk_cell,14935,15.19854273
sample07206,92330,b_cell,10852,11.75349291
sample07206,92330,cd4_t_cell,35262,38.19127044
sample07206,92330,cd8_t_cell,19215,20.81122062
sample07206,92330,monocyte,17122,18.54435178
sample07206,92330,nk_cell,9879,10.69966425
sample07207,94818,b_cell,6845,7.21909342
sample07207,94818,cd4_t_cell,36337,38.32289228
sample07207,94818,cd8_t_cell,21862,23.05680356
sample07207,94818,monocyte,14942,15.75861123
sample07207,94818,nk_cell,14832,15.64259951
sample07208,90534,b_cell,7923,8.75140831
sample07208,90534,cd4_t_cell,24693,27.27483597
sample07208,90534,cd8_t_cell,15219,16.81025913
sample07208,90534,monocyte,28891,31.91176795
sample07208,90534,nk_cell,13808,15.25172863
sample07209,101402,b_cell,11305,11.14869529
sample07209,101402,cd4_t_cell,35739,35.24486697
sample07209,101402,cd8_t_cell,25327,24.97682491
sample07209,101402,monocyte,19196,18.93059308
sample07209,101402,nk_cell,9835,9.69901974
sample07210,95726,b_cell,6857,7.16315317
sample07210,95726,cd4_t_cell,27501,28.72887199
sample07210,95726,cd8_t_cell,30139,31.48465412
sample07210,95726,monocyte,12659,13.22420241
sample07210,95726,nk_cell,18570,19.39911832
sample07211,106194,b_cell,8996,8.47128840
sample07211,106194,cd4_t_cell,34727,32.70147089
sample07211,106194,cd8_t_cell,28827,27.14560145
sample07211,106194,monocyte,21971,20.68949282
sample07211,106194,nk_cell,11673,10.99214645
sample07212,96662,b_cell,11256,11.64470009
sample07212,96662,cd4_t_cell,29831,30.86114502
sample07212,96662,cd8_t_cell,24446,25.29018642
sample07212,96662,monocyte,19839,20.52409427
sample07212,96662,nk_cell,11290,11.67987420
sample07213,93079,b_cell,7658,8.22741972
sample07213,93079,cd4_t_cell,27200,29.22248842
sample07213,93079,cd8_t_cell,18085,19.42973173
sample07213,93079,monocyte,19197,20.62441582
sample07213,93079,nk_cell,20939,22.49594431
sample07214,103538,b_cell,10628,10.26483030
sample07214,103538,cd4_t_cell,32838,31.71589175
sample07214,103538,cd8_t_cell,22993,22.20730553
sample07214,103538,monocyte,23236,22.44200197
sample07214,103538,nk_cell,13843,13.36997045
sample07215,95761,b_cell,8125,8.48466495
sample07215,95761,cd4_t_cell,27656,28.88023308
sample07215,95761,cd8_t_cell,27084,28.28291267
sample07215,95761,monocyte,20068,20.95633922
sample07215,95761,nk_cell,12828,13.39585009
sample07216,90185,b_cell,15666,17.37095969
sample07216,90185,cd4_t_cell,25643,28.43377502
sample07216,90185,cd8_t_cell,13198,14.63436270
sample07216,90185,monocyte,11733,13.00992405
sample07216,90185,nk_cell,23945,26.55097854
sample07217,106133,b_cell,9613,9.05750332
sample07217,106133,cd4_t_cell,38116,35.91342938
sample07217,106133,cd8_t_cell,28358,26.71930502
sample07217,106133,monocyte,18293,17.23592097
sample07217,106133,nk_cell,11753,11.07384131
sample07218,108425,b_cell,12377,11.41526401
sample07218,108425,cd4_t_cell,31931,29.44985013
sample07218,108425,cd8_t_cell,21800,20.10606410
sample07218,108425,monocyte,21531,19.85796634
sample07218,108425,nk_cell,20786,19.17085543
sample07219,96553,b_cell,10829,11.21560179
sample07219,96553,cd4_t_cell,25239,26.14004744
sample07219,96553,cd8_t_cell,23767,24.61549615
sample07219,96553,monocyte,22171,22.96251800
sample07219,96553,nk_cell,14547,15.06633662
sample07220,103990,b_cell,11317,10.88277719
sample07220,103990,cd4_t_cell,30647,29.47110299
sample07220,103990,cd8_t_cell,28288,27.20261564
sample07220,103990,monocyte,16149,15.52937782
sample07220,103990,nk_cell,17589,16.91412636
sample07221,111275,b_cell,8717,7.83374523
sample07221,111275,cd4_t_cell,36266,32.59132779
sample07221,111275,cd8_t_cell,25527,22.94046282
sample07221,111275,monocyte,20084,18.04897776
sample07221,111275,nk_cell,20681,18.58548641
sample07222,106207,b_cell,15909,14.97923866
sample07222,106207,cd4_t_cell,29706,27.96990782
sample07222,106207,cd8_t_cell,32085,30.20987317
sample07222,106207,monocyte,13407,12.62346173
sample07222,106207,nk_cell,15100,14.21751862
sample07223,96425,b_cell,7466,7.74280529
sample07223,96425,cd4_t_cell,30369,31.49494426
sample07223,96425,cd8_t_cell,20612,21.37619912
sample07223,96425,monocyte,25266,26.20274825
sample07223,96425,nk_cell,12712,13.18330309
sample07224,105020,b_cell,12398,11.80537041
sample07224,105020,cd4_t_cell,32529,30.97410017
sample07224,105020,cd8_t_cell,23093,21.98914492
sample07224,105020,monocyte,16212,15.43705961
sample07224,105020,nk_cell,20788,19.79432489
sample07225,109483,b_cell,11064,10.10567851
sample07225,109483,cd4_t_cell,32150,29.36528959
sample07225,109483,cd8_t_cell,23031,21.03614260
sample07225,109483,monocyte,26100,23.83931752
sample07225,109483,nk_cell,17138,15.65357179
sample07226,93858,b_cell,11041,11.76351510
sample07226,93858,cd4_t_cell,26835,28.59106310
sample07226,93858,cd8_t_cell,18783,20.01214601
sample07226,93858,monocyte,23757,25.31164099
sample07226,93858,nk_cell,13442,14.32163481
sample07227,106998,b_cell,6501,6.07581450
sample07227,106998,cd4_t_cell,31829,29.74728500
sample07227,106998,cd8_t_cell,25624,23.94811118
sample07227,106998,monocyte,21885,20.45365334
sample07227,106998,nk_cell,21159,19.77513598
sample07228,112270,b_cell,8719,7.76609958
sample07228,112270,cd4_t_cell,31098,27.69929634
sample07228,112270,cd8_t_cell,28998,25.82880556
sample07228,112270,monocyte,26981,24.03224370
sample07228,112270,nk_cell,16474,14.67355482
sample07229,102857,b_cell,10828,10.52723684
sample07229,102857,cd4_t_cell,33314,32.38865610
sample07229,102857,cd8_t_cell,26375,25.64239673
sample07229,102857,monocyte,17732,17.23946839
sample07229,102857,nk_cell,14608,14.20224195
sample07230,105131,b_cell,11180,10.63435143
sample07230,105131,cd4_t_cell,28363,26.97872179
sample07230,105131,cd8_t_cell,26556,25.25991382
sample07230,105131,monocyte,25637,24.38576633
sample07230,105131,nk_cell,13395,12.74124664
sample07231,101092,b_cell,6231,6.16369248
sample07231,101092,cd4_t_cell,30505,30.17548372
sample07231,101092,cd8_t_cell,24067,23.80702726
sample07231,101092,monocyte,25128,24.85656630
sample07231,101092,nk_cell,15161,14.99723025
sample07232,105820,b_cell,13658,12.90682291
sample07232,105820,cd4_t_cell,30996,29.29124929
sample07232,105820,cd8_t_cell,24696,23.33774334
sample07232,105820,monocyte,23131,21.85881686
sample07232,105820,nk_cell,13339,12.60536761
sample07233,94156,b_cell,6938,7.36862229
sample07233,94156,cd4_t_cell,24171,25.67122648
sample07233,94156,cd8_t_cell,35496,37.69913760
sample07233,94156,monocyte,16602,17.63243978
sample07233,94156,nk_cell,10949,11.62857386
sample07234,109405,b_cell,6113,5.58749600
sample07234,109405,cd4_t_cell,35792,32.71514099
sample07234,109405,cd8_t_cell,23267,21.26685252
sample07234,109405,monocyte,28571,26.11489420
sample07234,109405,nk_cell,15662,14.31561629
sample07235,111000,b_cell,11718,10.55675676
sample07235,111000,cd4_t_cell,33872,30.51531532
sample07235,111000,cd8_t_cell,29682,26.74054054
sample07235,111000,monocyte,23373,21.05675676
sample07235,111000,nk_cell,12355,11.13063063
sample07236,104518,b_cell,8585,8.21389617
sample07236,104518,cd4_t_cell,34753,33.25073193
sample07236,104518,cd8_t_cell,30636,29.31169751
sample07236,104518,monocyte,16439,15.72839128
sample07236,104518,nk_cell,14105,13.49528311
sample07237,93434,b_cell,7795,8.34278742
sample07237,93434,cd4_t_cell,29700,31.78714387
sample07237,93434,cd8_t_cell,26016,27.84425370
sample07237,93434,monocyte,18245,19.52715286
sample07237,93434,nk_cell,11678,12.49866216
sample07238,98645,b_cell,9741,9.87480359
sample07238,98645,cd4_t_cell,31677,32.11211922
sample07238,98645,cd8_t_cell,22346,22.65294744
sample07238,98645,monocyte,22966,23.28146383
sample07238,98645,nk_cell,11915,12.07866592
sample07239,106743,b_cell,14837,13.89974050
sample07239,106743,cd4_t_cell,34512,32.33186251
sample07239,106743,cd8_t_cell,22258,20.85195282
sample07239,106743,monocyte,17550,16.44135915
sample07239,106743,nk_cell,17586,16.47508502
sample07240,109326,b_cell,6950,6.35713371
sample07240,109326,cd4_t_cell,43751,40.01884273
sample07240,109326,cd8_t_cell,27240,24.91630536
sample07240,109326,monocyte,17387,15.90381062
sample07240,109326,nk_cell,13998,12.80390758
sample07241,109098,b_cell,10573,9.69128673
sample07241,109098,cd4_t_cell,40894,37.48373022
sample07241,109098,cd8_t_cell,28256,25.89964986
sample07241,109098,monocyte,15570,14.27157235
sample07241,109098,nk_cell,13805,12.65376084
sample07242,108074,b_cell,15706,14.53263505
sample07242,108074,cd4_t_cell,34947,32.33617706
sample07242,108074,cd8_t_cell,24820,22.96574569
sample07242,108074,monocyte,21127,19.54864260
sample07242,108074,nk_cell,11474,10.61679960
sample07243,105522,b_cell,11543,10.93895112
sample07243,105522,cd4_t_cell,29618,28.06808059
sample07243,105522,cd8_t_cell,24277,23.00657683
sample07243,105522,monocyte,25187,23.86895624
sample07243,105522,nk_cell,14897,14.11743523
sample07244,100280,b_cell,10553,10.52353410
sample07244,100280,cd4_t_cell,32941,32.84902274
sample07244,100280,cd8_t_cell,22132,22.07020343
sample07244,100280,monocyte,20624,20.56641404
sample07244,100280,nk_cell,14030,13.99082569
sample07245,103514,b_cell,8873,8.57178739
sample07245,103514,cd4_t_cell,31912,30.82868018
sample07245,103514,cd8_t_cell,34162,33.00229921
sample07245,103514,monocyte,15839,15.30131190
sample07245,103514,nk_cell,12728,12.29592132
sample07246,99205,b_cell,7349,7.40789275
sample07246,99205,cd4_t_cell,21712,21.88599365
sample07246,99205,cd8_t_cell,38903,39.21475732
sample07246,99205,monocyte,9356,9.43097626
sample07246,99205,nk_cell,21885,22.06038002
sample07247,108104,b_cell,10630,9.83312366
sample07247,108104,cd4_t_cell,28196,26.08229113
sample07247,108104,cd8_t_cell,31099,28.76766817
sample07247,108104,monocyte,24378,22.55050692
sample07247,108104,nk_cell,13801,12.76641012
sample07248,104797,b_cell,6605,6.30266134
sample07248,104797,cd4_t_cell,46522,44.39249215
sample07248,104797,cd8_t_cell,24527,23.40429592
sample07248,104797,monocyte,16163,15.42315143
sample07248,104797,nk_cell,10980,10.47739916
sample07249,111219,b_cell,13093,11.77226913
sample07249,111219,cd4_t_cell,41502,37.31556658
sample07249,111219,cd8_t_cell,20335,18.28374648
sample07249,111219,monocyte,19019,17.10049542
sample07249,111219,nk_cell,17270,15.52792239
sample07250,93638,b_cell,5776,6.16843589
sample07250,93638,cd4_t_cell,32393,34.59386147
sample07250,93638,cd8_t_cell,23137,24.70898567
sample07250,93638,monocyte,17473,18.66015934
sample07250,93638,nk_cell,14859,15.86855764
sample07251,100828,b_cell,6971,6.91375412
sample07251,100828,cd4_t_cell,26897,26.67612171
sample07251,100828,cd8_t_cell,24520,24.31864165
sample07251,100828,monocyte,27353,27.12837704
sample07251,100828,nk_cell,15087,14.96310549
sample07252,100982,b_cell,9272,9.18183439
sample07252,100982,cd4_t_cell,23598,23.36852112
sample07252,100982,cd8_t_cell,21862,21.64940286
sample07252,100982,monocyte,26459,26.20169931
sample07252,100982,nk_cell,19791,19.59854231
sample07253,108330,b_cell,19457,17.96086033
sample07253,108330,cd4_t_cell,27643,25.51740054
sample07253,108330,cd8_t_cell,29902,27.60269547
sample07253,108330,monocyte,16746,15.45832179
sample07253,108330,nk_cell,14582,13.46072187
sample07254,101753,b_cell,14673,14.42021365
sample07254,101753,cd4_t_cell,28545,28.05322693
sample07254,101753,cd8_t_cell,28531,28.03946812
sample07254,101753,monocyte,15078,14.81823632
sample07254,101753,nk_cell,14926,14.66885497
sample07255,103061,b_cell,8964,8.69776152
sample07255,103061,cd4_t_cell,26848,26.05059140
sample07255,103061,cd8_t_cell,30157,29.26131126
sample07255,103061,monocyte,23446,22.74963371
sample07255,103061,nk_cell,13646,13.24070211
sample07256,97464,b_cell,5654,5.80111631
sample07256,97464,cd4_t_cell,32983,33.84121317
sample07256,97464,cd8_t_cell,22069,22.64323237
sample07256,97464,monocyte,25148,25.80234753
sample07256,97464,nk_cell,11610,11.91209062
sample07257,93345,b_cell,17426,18.66838074
sample07257,93345,cd4_t_cell,24042,25.75606621
sample07257,93345,cd8_t_cell,17724,18.98762655
sample07257,93345,monocyte,14793,15.84766190
sample07257,93345,nk_cell,19360,20.74026461
sample07258,110410,b_cell,11721,10.61588624
sample07258,110410,cd4_t_cell,24037,21.77067295
sample07258,110410,cd8_t_cell,28292,25.62449054
sample07258,110410,monocyte,23212,21.02345802
sample07258,110410,nk_cell,23148,20.96549226
sample07259,107119,b_cell,4443,4.14772356
sample07259,107119,cd4_t_cell,37763,35.25331641
sample07259,107119,cd8_t_cell,37714,35.20757289
sample07259,107119,monocyte,17498,16.33510395
sample07259,107119,nk_cell,9701,9.05628320
sample07260,92286,b_cell,11220,12.15785710
sample07260,92286,cd4_t_cell,27861,30.18984461
sample07260,92286,cd8_t_cell,21921,23.75333203
sample07260,92286,monocyte,16660,18.05257569
sample07260,92286,nk_cell,14624,15.84639057
sample07261,94510,b_cell,8386,8.87313512
sample07261,94510,cd4_t_cell,31769,33.61443234
sample07261,94510,cd8_t_cell,20927,22.14263041
sample07261,94510,monocyte,18873,19.96931542
sample07261,94510,nk_cell,14555,15.40048672
sample07262,103794,b_cell,5036,4.85191822
sample07262,103794,cd4_t_cell,30383,29.27240496
sample07262,103794,cd8_t_cell,25875,24.92918666
sample07262,103794,monocyte,22365,21.54748829
sample07262,103794,nk_cell,20135,19.39900187
sample07263,100172,b_cell,8198,8.18392365
sample07263,100172,cd4_t_cell,38222,38.15637104
sample07263,100172,cd8_t_cell,15692,15.66505610
sample07263,100172,monocyte,18495,18.46324322
sample07263,100172,nk_cell,19565,19.53140598
sample07264,104118,b_cell,10240,9.83499491
sample07264,104118,cd4_t_cell,33312,31.99446782
sample07264,104118,cd8_t_cell,24243,23.28415836
sample07264,104118,monocyte,20728,19.90818110
sample07264,104118,nk_cell,15595,14.97819781
sample07265,104136,b_cell,9782,9.39348544
sample07265,104136,cd4_t_cell,29688,28.50887301
sample07265,104136,cd8_t_cell,28797,27.65326112
sample07265,104136,monocyte,25541,24.52658063
sample07265,104136,nk_cell,10328,9.91779980
sample07266,94927,b_cell,7934,8.35800141
sample07266,94927,cd4_t_cell,25758,27.13453496
sample07266,94927,cd8_t_cell,30045,31.65063681
sample07266,94927,monocyte,15977,16.83082790
sample07266,94927,nk_cell,15213,16.02599893
sample07267,108603,b_cell,13966,12.85968159
sample07267,108603,cd4_t_cell,35257,32.46411241
sample07267,108603,cd8_t_cell,20485,18.86227821
sample07267,108603,monocyte,23100,21.27013066
sample07267,108603,nk_cell,15795,14.54379713
sample07268,97037,b_cell,9178,9.45824788
sample07268,97037,cd4_t_cell,35532,36.61696054
sample07268,97037,cd8_t_cell,17878,18.42390016
sample07268,97037,monocyte,16184,16.67817430
sample07268,97037,nk_cell,18265,18.82271711
sample07269,96985,b_cell,9453,9.74686807
sample07269,96985,cd4_t_cell,28449,29.33340207
sample07269,96985,cd8_t_cell,27722,28.58380162
sample07269,96985,monocyte,20739,21.38371913
sample07269,96985,nk_cell,10622,10.95220910
sample07270,99762,b_cell,14528,14.56265913
sample07270,99762,cd4_t_cell,23916,23.97305587
sample07270,99762,cd8_t_cell,29346,29.41601010
sample07270,99762,monocyte,14531,14.56566629
sample07270,99762,nk_cell,17441,17.48260861
sample07271,90638,b_cell,13812,15.23864163
sample07271,90638,cd4_t_cell,25190,27.79187537
sample07271,90638,cd8_t_cell,23013,25.39001302
sample07271,90638,monocyte,17921,19.77206028
sample07271,90638,nk_cell,10702,11.80740970
sample07272,106142,b_cell,7546,7.10934409
sample07272,106142,cd4_t_cell,32046,30.19163008
sample07272,106142,cd8_t_cell,30562,28.79350304
sample07272,106142,monocyte,20917,19.70661943
sample07272,106142,nk_cell,15071,14.19890336
sample07273,89220,b_cell,13925,15.60748711
sample07273,89220,cd4_t_cell,22953,25.72629455
sample07273,89220,cd8_t_cell,22039,24.70186057
sample07273,89220,monocyte,17669,19.80385564
sample07273,89220,nk_cell,12634,14.16050213
sample07274,96279,b_cell,7671,7.96746954
sample07274,96279,cd4_t_cell,30928,32.12330830
sample07274,96279,cd8_t_cell,25408,26.38997081
sample07274,96279,monocyte,21228,22.04842177
sample07274,96279,nk_cell,11044,11.47082957
sample07275,101775,b_cell,9830,9.65856055
sample07275,101775,cd4_t_cell,29223,28.71333825
sample07275,101775,cd8_t_cell,24575,24.14640138
sample07275,101775,monocyte,22389,21.99852616
sample07275,101775,nk_cell,15758,15.48317367
sample07276,103583,b_cell,11761,11.35417974
sample07276,103583,cd4_t_cell,40888,39.47365881
sample07276,103583,cd8_t_cell,29765,28.73541025
sample07276,103583,monocyte,17044,16.45443750
sample07276,103583,nk_cell,4125,3.98231370
sample07277,97014,b_cell,10257,10.57270085
sample07277,97014,cd4_t_cell,23030,23.73884182
sample07277,97014,cd8_t_cell,28718,29.60191313
sample07277,97014,monocyte,19877,20.48879543
sample07277,97014,nk_cell,15132,15.59774878
sample07278,103565,b_cell,9004,8.69405687
sample07278,103565,cd4_t_cell,33060,31.92198136
sample07278,103565,cd8_t_cell,17663,17.05498962
sample07278,103565,monocyte,24158,23.32641336
sample07278,103565,nk_cell,19680,19.00255878
sample07279,93706,b_cell,11351,12.11341856
sample07279,93706,cd4_t_cell,31072,33.15902930
sample07279,93706,cd8_t_cell,20486,21.86199390
sample07279,93706,monocyte,15008,16.01605020
sample07279,93706,nk_cell,15789,16.84950804
sample07280,93963,b_cell,7337,7.80839267
sample07280,93963,cd4_t_cell,30779,32.75651054
sample07280,93963,cd8_t_cell,24259,25.81760906
sample07280,93963,monocyte,17796,18.93936975
sample07280,93963,nk_cell,13792,14.67811798
sample07281,105846,b_cell,12311,11.63104888
sample07281,105846,cd4_t_cell,36352,34.34423597
sample07281,105846,cd8_t_cell,24188,22.85206810
sample07281,105846,monocyte,18131,17.12960339
sample07281,105846,nk_cell,14864,14.04304367
sample07282,109920,b_cell,10020,9.11572052
sample07282,109920,cd4_t_cell,31897,29.01837700
sample07282,109920,cd8_t_cell,32468,29.53784571
sample07282,109920,monocyte,26455,24.06750364
sample07282,109920,nk_cell,9080,8.26055313
sample07283,107796,b_cell,8751,8.11811199
sample07283,107796,cd4_t_cell,31504,29.22557423
sample07283,107796,cd8_t_cell,30597,28.38417010
sample07283,107796,monocyte,13448,12.47541653
sample07283,107796,nk_cell,23496,21.79672715
sample07284,95437,b_cell,7990,8.37201505
sample07284,95437,cd4_t_cell,29645,31.06237623
sample07284,95437,cd8_t_cell,23449,24.57013527
sample07284,95437,monocyte,19109,20.02263273
sample07284,95437,nk_cell,15244,15.97284072
sample07285,109684,b_cell,6815,6.21330367
sample07285,109684,cd4_t_cell,40428,36.85861201
sample07285,109684,cd8_t_cell,23016,20.98391744
sample07285,109684,monocyte,24128,21.99773896
sample07285,109684,nk_cell,15297,13.94642792
sample07286,93365,b_cell,10263,10.99234188
sample07286,93365,cd4_t_cell,28796,30.84239276
sample07286,93365,cd8_t_cell,17766,19.02854389
sample07286,93365,monocyte,26860,28.76881058
sample07286,93365,nk_cell,9680,10.36791089
sample07287,98517,b_cell,14011,14.22191094
sample07287,98517,cd4_t_cell,26074,26.46649817
sample07287,98517,cd8_t_cell,21543,21.86729194
sample07287,98517,monocyte,20551,20.86035913
sample07287,98517,nk_cell,16338,16.58393983
sample07288,98478,b_cell,9947,10.10073316
sample07288,98478,cd4_t_cell,24272,24.64712931
sample07288,98478,cd8_t_cell,27843,28.27331993
sample07288,98478,monocyte,16591,16.84741770
sample07288,98478,nk_cell,19825,20.13139991
sample07289,100000,b_cell,6079,6.07900000
sample07289,100000,cd4_t_cell,31673,31.67300000
sample07289,100000,cd8_t_cell,19338,19.33800000
sample07289,100000,monocyte,21603,21.60300000
sample07289,100000,nk_cell,21307,21.30700000
sample07290,100691,b_cell,8307,8.24999255
sample07290,100691,cd4_t_cell,37925,37.66473667
sample07290,100691,cd8_t_cell,20226,20.08719747
sample07290,100691,monocyte,17726,17.60435391
sample07290,100691,nk_cell,16507,16.39371940
sample07291,94656,b_cell,6391,6.75181711
sample07291,94656,cd4_t_cell,26861,28.37749324
sample07291,94656,cd8_t_cell,20841,22.01762170
sample07291,94656,monocyte,23402,24.72320825
sample07291,94656,nk_cell,17161,18.12985970
sample07292,103571,b_cell,13564,13.09633005
sample07292,103571,cd4_t_cell,32392,31.27516390
sample07292,103571,cd8_t_cell,26659,25.73983065
sample07292,103571,monocyte,15822,15.27647701
sample07292,103571,nk_cell,15134,14.61219840
sample07293,107917,b_cell,7512,6.96090514
sample07293,107917,cd4_t_cell,30293,28.07064689
sample07293,107917,cd8_t_cell,32416,30.03789950
sample07293,107917,monocyte,23816,22.06881214
sample07293,107917,nk_cell,13880,12.86173633
sample07294,108901,b_cell,10361,9.51414588
sample07294,108901,cd4_t_cell,32805,30.12369032
sample07294,108901,cd8_t_cell,22250,20.43140100
sample07294,108901,monocyte,27581,25.32667285
sample07294,108901,nk_cell,15904,14.60408995
sample07295,99642,b_cell,7547,7.57411533
sample07295,99642,cd4_t_cell,30094,30.20212360
sample07295,99642,cd8_t_cell,21991,22.07001064
sample07295,99642,monocyte,20235,20.30770157
sample07295,99642,nk_cell,19775,19.84604885
